0

0.0,0.03425258187686696,0.001160123768974753
0.023,0.03425258187686696,0.007789620932410746
0.024,0.020993588952457204,0.021048615960513845
0.039,0.020993588952457204,0.027678113825180952
0.056,0.007734594625585219,0.05419609967400046
0.073,-0.005524399701286765,0.06082560034359202
0.09,-0.018783394028158748,0.08071409113266889
0.123,-0.025412890490363625,0.08734358619241153
0.156,-0.03867188621969784,0.09397308125215419
0.189,-0.045301381279440486,0.10060257631189683
0.223,-0.06518987206851735,0.10060257631189683
0.239,-0.06518987206851735,0.10723208259133732
0.274,-0.07181937273810891,0.11386157765107996
0.291,-0.08507836285759421,0.11386157765107996
0.306,-0.09833736419677734,0.12049107271082261
0.324,-0.10496685925652,0.12049107271082261
0.339,-0.10496685925652,0.12049107271082261
0.357,-0.12485534443574793,0.12712056777056527
0.377,-0.12485534443574793,0.1337500628303079
0.391,-0.13148485071518842,0.1337500628303079
0.406,-0.13811434577493106,0.1403795691097484
0.423,-0.1447438408346737,0.1403795691097484
0.456,-0.1447438408346737,0.1403795691097484
0.474,-0.158002830954159,0.1403795691097484
0.49,-0.18452082241282744,0.14700906416949103
0.506,-0.19115032869226792,0.14700906416949103
0.523,-0.20440931881175323,0.14700906416949103
0.54,-0.21103881387149587,0.16026805428897634
0.574,-0.21766830893123856,0.16026805428897636
0.591,-0.23092729905072382,0.16026805428897634
0.606,-0.2441862891702091,0.16026805428897634
0.623,-0.2574453017290901,0.16026805428897634
0.64,-0.2640747967888327,0.16026805428897636
0.657,-0.277333786908318,0.16026805428897634
0.673,-0.28396328196806064,0.16026805428897636
0.69,-0.2905927770278033,0.16026805428897634
0.707,-0.3038517671472886,0.16026805428897634
0.723,-0.3104812622070312,0.1602680542889763
0.74,-0.3303697698256549,0.16026805428897636
0.757,-0.3436287599451402,0.16026805428897634
0.773,-0.3502582550048828,0.1536385592292337
0.79,-0.3635172451243681,0.14700906416949103
0.807,-0.3834057527429917,0.14037956910974836
0.824,-0.4032942379222197,0.13375006283030794
0.84,-0.4231827231014476,0.12049107271082261
0.857,-0.42981221816119025,0.12049107271082261
0.873,-0.44307120828067553,0.10723208259133732
0.89,-0.4629596934599035,0.08071409113266889
0.907,-0.4762186835793888,0.06745509540333469
0.923,-0.48947767369887407,0.05419609967400046
0.94,-0.5027367086971507,0.027678113825180952
0.957,-0.5093662037568933,0.014419118095846737
0.973,-0.515995698816636,-0.005469373394461239
0.991,-0.515995698816636,-0.01872836842256434
1.007,-0.5226251938763786,-0.05850535000071806
1.024,-0.5226251938763786,-0.07176434573005229
1.09,-0.515995698816636,-0.2176132875330308
1.107,-0.5027367086971507,-0.2441312677720014
1.123,-0.4961071687586168,-0.26401975295122937
1.141,-0.48284817863913143,-0.28390826056985297
1.158,-0.4695891885196462,-0.30379674574908094
1.174,-0.45633019840016087,-0.3369442210477941
1.19,-0.44307120828067553,-0.35683272866641774
1.207,-0.4231827231014476,-0.38335073134478403
1.225,-0.39666474286247705,-0.41649820664349724
1.24,-0.37014674018411076,-0.45627517700195314
1.258,-0.35025825500488283,-0.47616366218118106
1.273,-0.34362875994514014,-0.49605214736040903
1.291,-0.32374025232651654,-0.5159406774184283
1.306,-0.31048126220703126,-0.522570172478171
1.324,-0.2905927770278033,-0.5358291625976562
1.339,-0.27070429184857536,-0.5424586576573989
1.357,-0.2441862891702091,-0.5557176477768841
1.374,-0.21766830893123856,-0.5689766378963694
1.391,-0.19115032869226792,-0.5756061329561122
1.408,-0.16463232601390163,-0.5822356280158547
